276, 448
724, 1055
714, 1141
701, 1202
671, 1230
747, 1260
767, 1281
839, 1278
866, 1279
1026, 1298
1038, 1193
1042, 1158
905, 1035
832, 1025
688, 1021
614, 1000
559, 996
431, 980
400, 973
413, 793
389, 454
204, 520
186, 448
276, 448
